Label,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
1,1.767,1.572,1.738,-1.470,0.203,0.925,1.461,-0.910,0.298,-0.227,-0.443,-0.777
0,-2.307,1.490,-2.235,2.664,0.887,-1.034,0.596,0.858,-0.776,-0.489,-0.252,-0.364
1,-1.066,0.041,-0.373,-0.518,-0.557,-1.605,-0.798,-0.787,0.763,-0.582,-0.422,-1.497
0,-0.255,0.791,-0.593,-0.498,-1.190,2.132,0.406,3.235,1.630,-1.076,-1.346,0.041
1,-1.527,-0.193,0.778,0.759,0.466,0.555,-0.164,-1.462,0.113,-0.089,-0.403,-1.962
0,1.727,-0.550,0.660,0.988,-1.046,-0.089,-0.876,0.582,-0.969,-0.266,1.723,-0.739
1,1.681,-0.069,0.177,0.673,-0.570,0.843,-0.153,-0.542,1.952,-0.430,0.849,1.767
0,1.263,-0.383,1.219,-0.253,-0.877,-0.051,-1.741,2.126,-4.102,-0.952,-1.600,1.731
1,-1.590,-0.092,0.789,-1.992,0.391,-2.098,2.959,0.034,-1.021,0.277,-0.971,0.325
0,0.558,-0.134,-0.493,0.671,-0.241,-1.204,-0.929,-0.106,0.800,1.145,-1.328,-1.265
1,0.650,-0.146,-0.758,1.482,-1.635,2.772,0.126,0.963,-0.256,2.472,-2.084,-0.570
0,-2.732,-0.089,-0.531,0.612,-1.328,-2.260,-0.898,0.117,-2.158,1.296,-2.033,0.070
1,1.952,-0.627,-2.293,-0.639,0.064,0.057,0.726,0.492,0.648,0.631,0.388,3.310
0,-0.605,0.911,1.225,-1.083,0.607,0.582,0.248,-1.179,0.399,1.175,-2.146,0.301
1,-0.299,0.411,-0.996,1.727,0.990,2.729,1.520,0.008,-0.486,-0.669,-0.204,0.670
0,-1.844,0.268,1.437,-0.702,-1.980,0.919,-0.555,-0.296,-0.662,0.650,-1.292,-0.212
1,0.998,1.644,-1.144,0.246,0.851,0.223,-1.364,0.985,0.931,-0.772,-1.260,0.800
0,0.447,0.288,-3.100,2.123,-0.619,-0.845,-0.343,-1.115,-0.383,-0.687,0.362,-0.177
1,-1.738,-1.026,-0.071,-1.231,0.081,-0.311,-2.535,-0.879,-0.735,0.154,0.383,-2.097
0,1.238,0.167,0.200,-0.683,-2.220,-0.606,-1.798,-0.548,-1.042,-0.529,-0.653,0.262
1,-4.326,0.449,2.823,-2.901,1.216,0.735,-0.115,1.968,1.335,0.048,-0.470,-2.033
0,-1.294,2.180,1.576,-0.451,-0.246,-1.290,0.416,1.186,0.094,-0.105,-0.189,-1.465
1,-0.787,-0.193,-2.911,-0.733,1.198,0.012,0.131,-1.714,1.943,2.178,0.277,-1.921
0,-0.646,-0.485,-0.556,-0.059,0.062,-1.667,-1.103,-2.249,2.889,-0.613,-0.715,0.961
1,-0.788,-0.827,-0.617,1.977,0.372,-0.242,-0.723,-1.709,0.940,-0.276,-1.344,-0.085
0,0.942,2.171,1.145,0.180,0.566,-0.487,0.569,-0.596,1.217,-0.836,-0.111,-0.680
1,1.028,-0.668,-0.088,0.649,0.470,0.990,1.142,-0.664,0.351,-2.418,-0.415,0.180
0,0.547,0.529,-0.354,-0.294,-1.432,0.502,-1.098,-0.557,-0.488,0.203,0.537,1.073
1,-0.040,1.466,0.423,-1.078,0.225,-1.135,2.946,1.390,0.555,-2.330,-3.144,0.435
0,-0.334,0.636,-0.313,1.109,1.670,1.171,-1.370,0.017,-0.108,0.871,-0.720,-1.311
1,2.943,-0.020,0.875,-0.885,-2.218,-0.143,-3.190,0.540,1.126,0.042,0.564,0.198
0,-1.494,0.847,-0.417,-0.317,-0.380,-0.257,-0.438,1.648,0.887,1.288,-1.151,0.149
1,-0.330,-0.285,-2.660,0.772,0.195,1.769,1.015,1.099,0.437,0.152,0.657,1.696
0,1.151,0.607,0.419,0.107,-0.952,-0.851,0.333,-0.737,1.343,0.072,0.766,0.959
1,-1.663,-1.251,-0.036,-0.458,0.143,-1.492,-0.626,1.393,0.482,2.637,0.491,0.211
0,1.288,0.049,2.382,-1.527,-3.348,1.363,1.254,-0.449,-1.095,-0.219,-0.901,-0.604
1,0.392,0.784,0.044,-0.599,0.876,-0.648,-0.562,-0.236,-2.129,-0.089,-1.819,0.743
0,-0.450,-0.307,-2.029,-0.417,-1.198,0.455,-0.812,-0.884,-0.156,-0.936,0.818,-0.695
1,-1.564,-1.562,0.108,-0.810,-0.498,0.536,-0.456,0.214,-0.205,0.183,0.200,-1.628
0,-0.541,-0.502,1.373,-0.780,1.733,1.592,-1.474,-0.026,-0.548,-0.850,2.020,-0.345
1,0.599,1.863,0.834,-1.826,-0.111,-0.382,0.398,1.048,-0.825,0.532,-0.944,1.084
0,-1.759,0.104,0.651,-0.236,2.484,-0.218,0.696,0.949,-0.386,-0.570,-1.900,-0.873
1,0.231,0.994,-2.257,-0.439,0.865,0.056,0.159,-1.814,0.871,0.074,0.620,-1.262
0,1.088,1.648,-0.252,0.277,1.599,-2.284,1.552,-0.387,-0.426,-0.233,-1.453,2.483
1,-0.830,-0.339,-0.095,0.443,0.389,0.363,-2.345,0.234,1.043,0.399,-0.474,-1.650
0,2.586,2.265,0.291,0.981,0.973,0.173,0.510,0.476,-0.767,-0.108,0.708,-1.111
1,0.335,1.027,-0.107,1.555,-0.012,1.401,-1.061,-0.342,2.017,-0.857,3.441,-1.498
0,1.172,-1.014,1.857,-0.251,-1.607,-0.947,-2.062,3.321,-0.897,-1.073,0.076,0.772
1,-1.233,1.517,-0.642,0.649,0.343,-0.794,1.337,-0.596,-2.589,1.834,-0.305,0.014
0,0.554,-0.067,0.214,-2.041,0.489,1.274,0.240,0.035,2.269,0.323,-0.947,1.127
1,1.370,-0.302,-0.911,-1.761,-1.025,-0.707,-2.635,0.161,1.323,1.571,0.015,0.062
0,0.309,0.719,-3.195,-0.262,-0.663,-1.825,0.151,2.055,-1.746,0.898,0.070,0.297
1,-0.278,-0.670,-1.121,-2.118,-0.262,0.289,0.431,1.905,0.016,3.704,-1.399,-1.072
0,0.774,0.425,0.424,1.365,1.427,1.657,-1.001,-1.569,2.881,-0.120,-2.818,1.588
1,0.199,0.256,-0.045,-0.162,-1.759,-0.753,0.940,-0.696,-0.256,-2.408,0.965,-0.412
0,-0.083,1.093,2.031,0.060,-0.308,0.778,1.831,-0.561,-2.535,0.470,-1.601,0.407
1,-0.056,0.059,-0.296,1.047,-1.316,0.569,1.426,0.466,0.342,-1.073,-0.823,-1.375
0,-0.995,-0.056,-1.126,-0.083,-1.555,2.162,-0.792,0.536,-0.311,-0.651,0.291,1.554
1,-0.565,-2.784,-0.057,-1.280,-0.674,1.117,0.376,1.855,-1.886,-0.241,-0.340,1.342
0,-1.354,-0.172,0.742,-0.766,2.415,-2.345,-0.183,-0.512,-0.487,-1.107,2.066,-0.996
1,-0.470,-0.330,0.999,-1.799,0.739,-0.752,-0.936,0.773,-0.976,-1.517,-0.167,0.819
0,0.853,2.681,-0.228,3.489,-0.742,2.361,-0.959,2.488,-0.747,-1.836,0.480,-1.091
1,-0.617,0.467,-1.801,-1.073,-0.522,-1.268,-1.143,0.628,0.411,1.773,-2.948,0.017
0,-0.064,0.305,-1.215,0.671,0.391,0.746,1.205,1.168,0.250,-0.421,-1.639,1.373
1,0.390,0.111,2.222,1.303,0.174,1.834,-1.950,-0.265,0.441,0.476,0.029,0.356
0,-0.983,-0.469,-0.214,-1.379,0.887,-0.211,-1.758,0.888,-0.299,0.611,0.194,0.087
1,-1.218,-1.540,0.517,-0.666,-0.165,-0.045,-0.647,-1.195,1.067,-2.292,0.578,2.450
0,1.553,0.302,0.500,0.930,-0.540,-0.662,0.324,-0.323,-0.366,-1.961,1.135,-1.517
1,-1.132,0.638,1.652,0.960,1.261,0.172,0.052,1.230,-0.261,-0.300,-0.600,-0.636
0,0.585,-0.379,1.610,-1.690,0.340,1.204,1.528,0.909,1.306,-0.556,-1.963,1.160
1,0.809,0.733,-0.792,0.538,-0.666,2.281,-0.752,0.845,0.363,1.001,0.881,0.411
0,-0.027,-0.122,-1.168,1.492,0.020,2.773,0.249,-1.638,-0.142,0.649,-0.413,0.099
1,1.547,0.271,-0.804,-0.252,-1.570,0.629,0.682,1.541,-0.514,-0.457,1.670,1.949
0,-0.105,0.595,0.664,0.535,0.700,-0.150,0.232,-1.078,1.724,1.906,-0.129,0.323
1,-0.133,-0.606,0.684,1.488,-0.565,-1.890,-1.027,1.297,0.021,-2.729,1.347,-0.717
0,-0.030,1.262,-0.918,0.845,-1.472,0.536,0.717,-1.197,-1.265,0.647,-1.475,-0.348
1,-0.589,1.493,0.082,1.887,1.677,-1.243,-1.934,0.415,-0.097,-1.063,-0.856,-0.894
0,-1.370,-0.297,-0.464,-0.781,-0.429,-2.537,-1.295,0.723,1.400,-0.229,1.497,-0.744
1,-0.828,-0.016,0.127,-0.334,-0.156,2.210,-0.618,0.782,-0.233,0.204,0.821,-2.013
0,-0.168,0.830,-1.754,0.678,0.215,-2.942,-2.350,-1.744,-0.884,-1.818,-0.912,0.956
1,1.878,0.434,0.876,-0.558,0.684,0.408,-0.102,0.282,1.563,-1.329,-1.548,-1.609
0,-0.745,2.015,1.996,0.365,-1.533,1.986,0.634,0.050,-0.056,-0.553,0.456,-0.762
1,0.487,0.387,-1.421,-0.590,-2.141,-0.737,0.851,-2.061,2.205,-0.159,-2.091,1.198
0,0.069,-0.480,-0.591,0.287,1.109,1.170,-0.843,2.276,1.227,-0.461,-0.396,2.018
1,-0.107,-0.653,0.561,2.010,0.421,0.504,-1.257,-1.377,0.798,-0.820,-0.345,-1.359
0,0.922,2.478,0.147,-0.419,2.034,0.389,-0.536,-1.543,-1.048,-0.008,1.834,-1.180
1,0.514,-2.723,0.551,0.680,2.097,0.723,-1.004,-0.933,2.185,-0.799,-0.790,1.517
0,0.192,0.915,0.133,0.256,1.353,0.096,-0.459,0.709,-1.152,-0.277,-0.199,-0.857
1,-1.326,0.815,0.499,-0.651,1.104,1.403,0.765,-1.441,-0.494,-0.225,0.306,-0.107
0,-0.331,-0.506,1.475,-1.246,-0.702,0.972,-2.545,1.198,0.016,0.474,-1.543,0.152
1,-0.235,-1.681,-0.799,-1.632,0.985,1.857,-0.403,1.596,0.211,-0.671,-0.955,0.508
0,-0.375,1.128,-2.307,0.807,-0.290,0.147,-1.370,1.365,0.950,0.578,-1.429,-1.392
1,0.576,-0.479,-0.535,1.475,0.274,-0.938,-1.297,1.827,-1.528,-1.478,0.208,0.260
0,0.966,-1.405,-0.565,-1.188,-0.320,-0.012,-0.397,-0.397,1.534,-0.099,-0.844,-0.507
1,-2.235,0.126,0.400,0.549,-1.867,0.714,0.384,2.154,0.728,1.928,-0.029,-0.266
0,1.577,0.527,2.852,0.017,-0.311,-0.669,-0.364,-0.178,-1.703,0.761,-0.322,0.508
1,0.457,-1.186,-1.172,4.550,-0.910,2.579,-0.168,1.567,-0.260,0.157,-1.109,-1.572
0,2.600,0.592,-1.319,0.754,-1.198,2.293,-1.221,-0.604,1.180,-0.827,0.369,-1.292
1,-0.802,-0.597,-0.137,-0.826,0.141,0.989,-1.351,2.175,-0.153,0.966,-0.603,-1.612
0,-0.938,1.550,0.498,-0.662,0.993,0.007,-0.802,-1.341,-0.657,-0.576,0.823,-0.696
1,0.654,1.377,1.395,-0.395,2.167,0.387,0.289,-0.388,0.032,-1.012,0.181,1.743
0,-0.924,-0.372,0.375,0.333,0.246,-0.054,-0.706,0.331,0.122,-1.320,-0.972,-0.363
1,-0.268,0.120,-0.537,0.293,-1.616,-0.871,-0.047,-2.730,0.456,-0.138,-0.885,-1.406
0,-1.496,0.517,-0.390,0.234,0.138,0.190,2.062,-0.450,0.792,0.286,-1.571,-0.056
1,0.651,1.303,1.689,-0.263,-0.307,1.228,-2.255,2.320,0.137,0.608,1.156,-0.867
0,0.977,1.483,-1.125,0.655,0.794,-1.023,-0.815,1.120,-1.971,0.669,-0.589,-0.786
1,-0.456,-0.938,1.161,0.806,-1.020,0.554,0.806,-0.864,2.610,-0.531,0.937,2.187
0,-0.043,0.295,0.467,-0.092,-0.119,-0.402,-0.020,1.650,0.375,0.780,0.285,-1.448
1,-0.203,-0.705,0.467,-0.934,-0.839,-0.873,1.398,-1.115,-0.206,-2.400,-1.524,0.326
0,0.480,0.196,-0.143,-1.976,0.732,0.870,-2.343,0.026,1.504,1.928,-0.265,0.531
1,1.411,-0.256,-0.306,-1.505,0.078,0.658,-0.794,1.398,1.340,-0.786,-0.941,-0.334
0,-0.096,0.481,-2.117,-1.081,-1.406,-0.513,-0.645,-0.924,0.857,0.601,-0.895,-1.829
1,-0.031,-1.334,-0.699,-0.226,0.256,0.347,-0.373,2.647,-0.134,-3.385,-0.190,1.143
0,-2.477,-0.328,1.266,1.832,0.935,1.625,0.271,-2.913,0.046,-1.842,-0.989,-1.437
1,-0.500,-1.150,0.284,0.215,-0.277,-0.651,1.756,0.852,0.748,-1.456,0.803,-0.062
0,1.235,1.512,-0.008,-1.370,0.481,0.621,1.130,0.267,-1.021,1.412,-0.124,-0.016
1,0.190,0.468,-0.147,1.972,2.219,-1.793,1.442,0.426,1.693,-1.378,-0.730,-0.676
0,-2.720,0.305,-0.652,2.385,-2.244,-1.272,-0.525,0.226,0.657,-0.478,1.080,0.669
1,-1.471,1.088,1.625,-0.677,-0.655,1.109,-1.152,0.769,0.619,0.396,-0.200,0.282
0,0.742,0.213,-1.732,0.326,1.846,-0.827,0.790,-1.639,-0.454,-1.458,1.504,0.219
1,2.114,0.932,1.628,-1.506,0.992,0.225,0.956,0.225,-0.753,-0.353,0.042,-1.291
0,-0.808,2.112,1.773,-0.022,0.281,-1.558,1.770,1.684,-0.040,-0.658,-1.407,-0.972
1,-0.852,1.346,0.778,-0.079,1.491,0.076,0.521,-0.816,0.873,1.452,-2.275,-2.279
0,-0.716,0.882,-0.689,1.044,0.070,2.092,1.177,0.855,1.509,-0.502,0.920,1.943
1,-1.666,-1.146,0.467,0.252,0.405,0.683,-0.959,-0.454,0.523,0.828,-0.587,1.660
0,1.349,0.171,-0.263,-0.774,0.969,-0.678,0.854,1.103,-0.254,0.084,0.996,-1.470
1,1.088,-2.455,0.272,1.207,1.565,0.708,-0.648,-0.492,1.589,-1.043,-1.393,0.330
0,0.459,0.430,1.131,-0.495,1.593,-0.261,-2.776,0.964,-1.709,-2.023,-1.126,-0.632
1,0.277,1.313,0.563,0.572,-1.342,-1.884,1.870,-1.863,-2.352,0.393,-1.641,1.162
0,-0.604,1.044,0.576,-2.024,-0.112,0.348,-1.647,1.803,0.799,0.475,-0.742,2.154
1,-0.109,-0.878,0.288,0.088,0.770,1.393,-0.180,0.555,-0.714,-0.232,-0.659,2.635
0,0.311,0.043,-0.193,0.432,-1.909,1.154,-1.877,1.094,-0.980,1.271,-3.248,1.384
1,-0.566,-0.798,0.110,-1.216,-0.092,-1.116,-0.092,-1.124,-0.773,0.675,-0.587,-1.364
0,-0.892,-0.003,0.501,0.103,-2.868,-0.245,-0.293,-1.483,-1.112,-1.734,0.745,2.660
1,0.440,0.115,-0.258,0.013,1.301,-1.549,0.039,0.691,0.552,0.897,0.351,-0.532
0,0.355,-0.406,-0.459,-0.971,1.372,0.818,-0.160,-0.437,-0.050,0.482,-0.363,-0.085
1,1.428,-0.308,-0.945,3.867,-1.115,2.039,1.442,-0.563,2.426,-1.212,-1.473,1.074
0,0.687,0.794,-0.345,2.409,-0.493,0.080,-0.824,-0.584,0.944,-0.717,1.043,-0.038
1,-0.607,0.196,0.524,-0.291,-0.627,2.347,-2.869,-1.221,0.037,0.029,0.673,-0.341
0,-0.195,2.182,1.459,0.882,0.205,1.957,0.234,-0.832,-0.359,-0.227,1.766,-0.221
1,-1.832,1.382,1.019,0.472,0.802,0.389,-0.083,-1.609,0.024,-1.715,-0.973,-1.423
0,1.014,0.719,0.348,0.147,-0.848,0.562,-0.722,0.440,0.100,-1.985,-0.134,-1.103
1,-1.063,-0.656,-2.083,-0.480,-3.464,-0.244,-0.636,0.138,0.758,0.445,0.297,-0.567
0,-0.104,1.675,-1.066,0.062,1.279,0.768,0.264,1.647,2.155,-0.377,-1.904,-0.277
1,0.073,-0.668,-0.236,1.489,1.090,0.183,-0.082,-0.015,0.440,0.694,-2.283,-1.494
0,0.613,-1.795,-0.285,-1.450,2.296,0.220,1.242,0.216,-0.284,-1.727,4.469,-1.928
1,2.009,-0.205,0.440,1.597,-0.769,1.797,-1.004,-1.641,0.561,0.020,-1.369,1.953
0,-0.460,0.584,0.820,0.833,-0.186,-0.469,-1.170,0.950,0.783,-0.265,-0.814,-1.299
1,-0.526,1.613,-0.400,-2.241,-0.732,-0.222,0.735,-0.612,1.284,0.802,-1.625,2.277
0,0.094,-0.800,0.837,-2.093,-0.747,0.676,-1.334,0.413,1.312,0.786,-0.823,-1.575
1,-0.310,-0.675,0.004,-1.377,-0.692,0.341,-1.249,-0.148,0.909,-1.366,-1.592,0.430
0,-0.235,0.006,-1.204,0.444,-1.557,-1.102,0.234,-2.038,0.346,0.274,0.793,-1.293
1,1.750,-0.037,-2.261,-2.172,-0.291,-0.892,0.136,0.474,0.059,-0.364,1.326,-0.799
0,-0.570,0.387,1.405,1.126,-0.017,0.633,1.194,-0.366,1.586,-1.539,-0.349,-0.432
1,-1.715,0.188,-0.278,-0.523,-0.198,-0.569,-0.236,2.138,0.093,0.090,0.850,0.341
0,1.206,0.724,-1.232,0.326,0.397,0.310,3.530,0.480,-1.522,0.475,-0.554,-1.105
1,0.464,-0.272,-1.077,1.581,-0.117,-0.089,-0.365,-0.121,-0.042,-1.162,-1.441,-1.539
0,1.193,0.369,-1.261,1.663,-1.057,-1.958,-0.723,-0.128,1.204,-2.865,-0.745,-0.534
1,-1.597,3.290,1.109,-0.459,-0.268,0.971,-0.596,2.100,-2.237,-0.832,1.704,2.040
0,1.309,0.913,2.000,0.362,1.340,-1.238,0.241,-2.138,0.182,0.234,1.008,-0.495
1,-1.830,0.948,0.334,-0.169,-0.238,0.678,1.839,1.926,1.483,-0.884,-1.131,-0.649
0,-2.122,-1.153,-0.594,0.746,-0.387,-0.771,1.673,0.325,-0.360,-0.736,2.844,-0.675
1,-1.490,-0.460,-1.403,-0.422,-0.435,-0.362,-1.775,-0.928,1.750,0.890,-2.169,0.027
0,-0.473,0.681,-1.023,0.492,0.632,1.566,1.751,-0.540,-0.374,0.354,-0.627,-3.028
1,-0.780,-1.582,0.128,-0.092,-0.667,1.184,-2.177,-1.618,-0.125,0.274,1.047,-1.450
0,3.461,0.959,-0.380,1.590,2.347,0.322,0.999,0.085,1.022,1.180,-0.432,-0.806
1,1.694,-0.854,-0.002,0.169,1.121,0.151,-1.363,-0.206,0.955,-1.376,-0.250,0.569
0,0.934,-0.146,0.288,0.697,-2.612,-0.869,-0.435,1.192,-0.927,-0.668,-0.369,0.088
1,-0.816,0.463,-0.502,0.113,-0.767,-2.116,0.924,-3.010,-1.288,-2.507,-2.132,0.335
0,0.041,0.023,0.391,-1.070,-0.358,-0.398,-1.129,0.901,1.523,0.631,-1.160,-0.444
1,0.425,-0.204,-0.995,-1.968,0.074,2.216,-2.600,-0.595,1.865,-2.014,-0.638,0.453
0,-1.734,-0.996,0.170,0.288,-0.646,0.810,0.076,1.382,-0.656,0.626,-2.734,-0.542
1,1.039,-1.017,-1.496,1.358,-0.103,0.551,-0.579,3.476,-0.852,-2.537,0.974,-0.442
0,-2.715,1.105,2.150,0.316,0.042,-0.086,0.274,-1.232,-0.488,-0.347,-0.515,1.697
1,-1.023,-0.816,-0.690,1.810,0.966,0.855,-0.111,1.029,-0.027,1.032,-0.006,1.231
0,-0.622,-0.553,0.402,1.914,0.140,-0.864,0.291,-0.085,-0.151,-0.007,-0.653,-0.046
1,-0.333,0.016,-0.532,0.244,0.612,-2.005,1.065,0.569,-0.569,-1.099,-1.207,1.409
0,2.248,0.761,-2.034,2.912,-0.153,1.385,-1.099,-0.931,-0.211,-1.894,-0.167,1.946
1,-0.205,-0.168,-1.705,-1.000,-1.904,0.260,-2.046,0.498,-2.245,0.526,-0.130,-3.220
0,-0.023,-0.366,-2.016,1.192,0.317,2.372,0.204,-0.398,-0.716,-1.301,-0.694,-1.088
1,2.409,-0.233,1.533,-3.232,1.093,0.889,1.957,1.259,-1.603,-2.657,-0.341,0.277
0,0.251,-0.678,-0.656,-0.217,-0.413,-0.416,-2.475,-0.120,-0.618,-1.962,1.383,-1.447
1,-0.277,-0.630,-0.467,-0.049,1.438,-0.326,-1.378,1.236,2.295,0.602,1.313,-1.239
0,-1.106,1.379,-1.279,0.219,1.602,0.485,1.145,2.003,0.623,-0.766,-0.341,2.296
1,-1.422,-1.971,0.743,1.058,1.752,1.513,-0.777,0.635,-0.104,-0.315,-0.420,-1.815
0,0.110,0.097,-0.753,-1.112,-0.391,-0.591,-0.171,-1.055,-0.056,0.092,-0.381,-1.306
1,0.201,-1.540,0.261,1.576,0.848,0.085,-0.243,-0.969,0.782,0.081,1.566,0.087
0,1.073,0.412,1.524,2.057,-0.007,-1.233,-1.983,-0.497,0.810,-1.273,-0.756,-1.280
1,-0.727,1.235,0.877,-1.138,0.085,1.685,3.639,-0.169,-0.704,-1.319,0.298,1.158
0,-0.939,-0.259,0.398,-2.926,0.559,0.133,-2.270,-0.132,0.559,0.566,-1.148,1.607
1,0.929,-1.009,-0.052,-1.497,-0.807,2.239,1.682,1.893,0.373,0.745,0.179,-0.967
0,-2.099,0.024,-1.556,-0.584,-0.612,-0.643,-0.718,0.756,1.205,0.110,-1.535,-1.906
1,1.507,-1.416,-1.292,-2.408,1.153,-1.680,-0.291,0.452,-0.657,-1.973,-0.248,0.418
0,-0.852,-0.451,0.991,-0.884,-2.215,0.222,-0.037,-2.409,-0.168,-0.588,0.568,1.076
1,0.164,-0.296,-0.935,0.633,0.023,-0.767,-0.776,0.248,-0.076,0.001,-1.078,0.123
0,-0.106,-0.286,0.504,-1.674,-1.822,-0.367,-0.011,-1.568,-1.711,-0.773,-0.106,0.734
1,-0.254,-2.071,-0.658,-2.104,-0.676,-0.428,1.314,1.431,0.698,-0.224,-0.335,0.530
0,-0.089,0.830,0.872,2.487,-1.178,-0.424,-0.928,-0.635,0.141,-2.628,0.420,-0.719
1,-0.597,3.275,0.458,-0.469,-0.768,1.993,-1.155,-1.250,0.762,-0.339,0.893,0.749
0,-0.025,-0.131,1.614,1.140,-0.631,3.895,-1.346,-0.452,0.851,-0.547,-0.609,-0.729
1,-0.688,3.219,1.233,-1.933,0.556,0.001,1.015,-1.275,0.545,-2.215,-0.029,-2.243
0,-0.830,-1.087,1.569,0.938,-3.087,0.151,-0.183,-0.183,-0.137,-0.888,-0.964,-0.796
1,-1.793,0.062,0.681,-0.856,-0.115,0.278,-0.124,-0.901,0.801,1.311,-2.109,0.099
0,-1.749,2.375,-0.952,0.294,-0.115,-0.531,-0.373,-0.328,-1.983,0.993,0.069,2.983
1,-0.921,-0.525,0.910,0.734,1.526,0.972,-1.950,-1.345,-0.085,0.912,-0.683,-0.894
0,0.267,-0.908,0.744,-2.715,1.819,0.318,0.284,0.034,-1.621,-0.403,0.340,-1.636
1,0.647,0.323,1.235,0.402,0.447,1.175,-1.481,-1.050,0.137,-0.423,-2.233,0.684
0,0.431,0.599,0.208,0.715,-2.419,-0.992,1.388,0.653,-0.215,1.489,-0.679,-0.227
1,0.171,3.087,0.841,-0.262,-0.639,-0.899,1.918,-1.243,1.059,0.616,-2.398,2.767
0,-1.208,-0.221,-0.108,-1.402,-0.229,-0.972,-1.490,0.248,-0.082,0.230,-1.138,3.655
1,0.759,-0.204,-1.251,-3.071,-0.226,0.382,-1.925,1.329,0.905,1.131,0.140,0.298
0,-0.858,0.157,0.188,2.142,-0.879,0.229,-0.250,-2.031,0.794,0.799,-3.184,0.631
1,1.573,-1.435,-0.107,-0.472,-0.040,0.634,0.633,-0.846,0.484,-1.636,-0.424,0.823
0,-0.983,0.085,1.885,1.186,-1.911,0.041,-0.489,0.136,1.555,0.152,-2.005,1.453
1,-1.419,0.233,0.083,1.054,0.171,-1.520,-1.223,0.896,-0.403,0.714,1.541,-0.130
0,-0.519,-0.145,2.908,0.134,-0.447,0.683,1.212,-1.197,-0.192,-0.242,-1.739,-1.568
1,0.466,1.199,0.042,2.958,-0.697,-1.533,0.052,1.394,-2.959,-0.361,-0.062,-0.514
0,2.507,-0.765,0.971,0.314,-1.260,0.462,-1.285,-0.505,-0.025,0.363,0.514,0.163
1,-1.132,-0.466,0.815,-1.417,0.486,0.894,-0.082,2.358,-2.104,-0.490,-0.400,-1.608
0,-1.896,1.161,-1.482,1.147,-0.511,1.134,0.548,-0.782,-1.058,-0.542,0.048,-1.181
1,1.153,2.331,1.153,0.002,1.965,-0.489,-0.124,2.386,1.163,1.400,-1.834,-1.529
0,-0.324,2.348,-0.376,1.619,0.789,1.318,2.576,0.824,-0.803,-0.129,-0.027,-1.221
1,-0.078,-1.365,-0.009,-0.963,-1.048,1.170,0.334,1.300,0.745,0.904,-0.287,-0.092
0,-1.335,1.334,0.341,-0.121,-0.351,-0.526,-0.754,-1.707,1.068,-0.686,-1.878,-0.323
1,1.064,-0.004,1.839,0.275,0.597,0.949,-0.307,-1.024,-0.621,0.165,-0.644,-1.272
0,1.706,-1.266,2.338,-1.324,1.397,0.330,1.339,-0.778,0.226,0.695,2.738,-0.462
1,0.174,0.013,0.608,0.426,0.134,0.746,0.765,-0.726,0.390,0.566,-0.229,2.761
0,1.289,-0.354,0.710,-0.693,-0.308,-1.304,-2.152,-0.798,1.731,-0.956,-1.370,1.602
1,0.120,2.823,0.097,-0.287,0.210,-0.167,2.575,0.144,0.965,-0.975,-2.551,1.498
0,0.202,-0.070,-0.381,-0.479,0.399,-0.138,-0.887,-0.372,0.959,0.675,-0.129,-1.351
1,-0.805,-0.322,-0.730,-2.123,-0.518,2.689,-1.490,-0.152,0.250,0.799,-0.343,-1.366
0,-1.761,-0.162,-0.349,-0.403,-0.582,-0.951,-0.473,-0.969,0.148,-0.117,-3.866,-3.234
1,1.479,-2.319,-0.811,1.102,-0.729,0.335,0.811,0.472,0.046,1.617,1.030,-0.150
0,1.969,-0.073,2.250,0.287,-0.097,-0.988,0.555,0.171,0.350,1.297,0.523,1.271
1,-2.650,0.113,-0.462,1.585,1.279,-1.344,0.748,-0.408,-0.134,0.480,0.459,-1.081
0,0.514,1.250,2.892,-0.611,0.523,1.069,-0.854,-0.641,0.218,-0.683,-1.380,0.666
1,0.867,-0.437,0.606,-1.000,1.831,0.585,0.444,-0.327,-2.234,-1.845,-0.673,0.027
0,3.122,-0.341,-2.733,2.551,-0.212,1.793,-2.009,-0.783,0.079,-1.653,-0.434,-1.242
1,-0.445,-2.213,-0.153,0.357,-0.892,1.346,-1.274,3.186,1.716,-0.824,0.644,-2.453
0,0.229,-1.470,0.241,-0.067,0.530,0.223,-1.715,-0.989,0.321,0.445,1.009,-0.780
1,-0.769,3.239,2.260,-1.200,1.887,1.337,1.302,0.820,-1.777,0.395,-2.099,-1.735
0,-1.046,-0.210,0.267,1.909,-1.126,0.072,0.308,0.552,-1.628,-2.090,-1.050,-1.472
1,-0.910,0.524,-0.080,-0.624,-2.095,-0.825,1.660,-0.004,-1.659,1.716,-1.604,-0.240
0,-0.150,0.880,-0.773,-0.097,0.370,-0.138,-0.170,0.646,1.794,-0.338,-0.412,-0.641
1,-1.258,-1.390,0.730,1.671,1.200,1.035,0.612,0.822,0.209,0.061,-0.169,0.150
0,1.781,0.604,-0.179,0.749,0.066,-0.350,-0.284,0.131,-0.563,-1.105,0.784,-0.744
1,-1.131,1.206,-0.321,0.597,-0.966,1.582,-0.401,-1.004,0.890,0.376,2.296,1.478
0,-0.134,-0.608,-0.626,0.794,1.199,-0.672,-2.551,2.538,-1.256,1.124,-0.356,-1.402
