F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Label,Prob
-0.734,-0.184,0.024,0.47,-1.03,-0.544,-1.935,1.446,1.245,0.026,0.125,1.084,0,0.387
-0.754,-1.174,-1.015,-2.856,0.442,2.74,-1.517,0.439,0.547,1.793,-0.711,0.748,1,0.886
-1.361,0.198,-1.654,0.039,-1.393,0.858,-2.749,-2.141,-1.572,-0.189,-2.609,1.433,0,0.332
0.513,-0.238,-1.137,1.232,0.302,-0.43,-1.009,0.414,-0.019,-0.801,0.394,-0.345,1,0.478
-0.673,2.313,0.121,2.412,0.317,1.541,0.793,-0.396,0.12,-0.597,-0.002,0.951,0,0.603
0.056,0.757,0.87,1.421,-0.632,-0.284,-0.117,0.18,0.209,-0.805,-0.983,-0.751,1,0.319
-0.096,-0.154,0.378,0.399,2.686,-0.374,-1.577,0.181,-1.473,0.149,-0.602,0.686,0,0.250
1.402,-0.562,-0.15,2.219,0.217,1.098,-2.404,-0.858,0.407,0.031,-0.884,-0.99,1,0.741
-0.657,0.265,-0.718,1.365,-0.073,-0.591,-0.86,0.358,-0.587,-0.286,-0.273,-0.196,0,0.254
-0.351,1.571,1.045,-0.492,-0.059,0.212,-1.704,-1.973,-0.163,-0.902,1.241,-1.926,1,0.643
-1.481,0.28,-0.43,0.052,0.896,1.952,-2.302,0.035,1.326,-1.364,-0.898,-1.411,0,0.574
0.8,-2.604,1.489,-2.338,-0.151,-0.427,-0.005,-0.619,-0.725,-0.244,0.292,-1.325,1,0.479
-2.721,0.209,-1.182,0.275,-0.947,-0.182,0.175,0.723,-0.271,-2.487,2.438,-0.178,0,0.145
-1.351,0.454,-1.289,0.606,-1.84,-0.753,0.188,-1.74,1.281,0.764,-0.216,-1.672,1,0.336
-1.167,0.411,-1.318,0.309,-0.327,0.237,0.411,-1.684,1.097,-0.704,-1.099,3.264,0,0.182
-0.419,-0.743,1.0,1.957,0.117,0.877,-1.229,-0.355,0.576,-0.429,-0.627,-2.341,1,0.842
1.331,0.695,-0.27,-0.787,2.238,-0.234,0.3,0.498,-1.166,2.151,3.649,-1.866,0,0.029
1.375,0.373,1.106,0.614,1.205,0.685,1.268,-1.546,2.41,-0.304,-1.654,1.099,1,0.636
0.606,-0.575,-2.341,0.869,-1.336,0.987,0.403,1.582,-2.185,0.593,-0.21,-1.211,0,0.064
0.131,1.132,-0.824,1.27,0.737,1.62,0.843,-1.309,-0.964,-2.659,-1.817,1.691,1,0.579
-1.238,0.373,-1.105,-1.15,0.957,-0.755,-1.386,0.876,1.369,-0.805,-0.585,1.103,0,0.278
-0.611,-0.632,-1.29,-0.281,0.202,0.121,-3.162,1.555,-0.042,1.601,-0.725,-0.603,1,0.931
-0.058,-0.231,-1.637,0.12,-0.293,-0.53,0.612,-0.387,-2.1,0.41,0.426,-0.157,0,0.143
1.578,-2.53,-1.877,-0.85,0.49,-0.793,-0.063,-1.127,-0.469,0.225,0.035,0.158,1,0.758
1.703,-2.016,0.74,-0.065,-2.16,1.998,-0.912,-1.656,0.92,-1.469,-0.32,2.446,0,0.561
-0.621,0.303,0.242,-0.197,0.858,0.948,-0.1,-0.676,1.008,0.17,0.376,-0.392,1,0.664
0.845,1.963,0.173,-0.048,-0.484,0.274,0.92,-0.983,-1.66,0.422,-0.303,-0.04,0,0.183
1.779,0.727,0.992,0.979,-0.198,1.451,0.55,-0.391,-1.194,0.711,-0.998,-0.25,1,0.139
0.961,-0.39,-2.562,2.807,-1.182,1.449,-1.337,-2.48,-0.838,-2.571,-0.192,3.046,0,0.200
-0.584,-3.285,-0.177,0.54,0.109,0.184,-0.487,0.44,-0.253,-0.372,1.88,1.321,1,0.834
-0.906,0.597,1.94,1.587,-0.563,-0.225,-1.025,-0.22,0.451,0.886,1.221,-0.23,0,0.378
-2.505,0.333,1.269,-2.592,-0.102,0.436,-1.178,1.493,1.127,-1.261,-2.191,0.423,1,0.765
-0.601,0.631,2.511,0.007,-1.942,-2.078,-0.672,1.067,0.551,-0.637,-0.251,-0.659,0,0.426
-1.296,0.854,-2.012,-0.51,-2.03,-0.71,-0.368,2.254,0.904,-0.03,-0.703,-0.338,1,0.607
-1.281,1.454,-0.969,-0.066,1.153,0.964,-0.218,1.876,-3.351,-0.201,-0.291,-0.757,0,0.163
-0.961,0.195,0.398,-0.46,0.917,-0.433,-1.597,-2.292,0.696,0.079,-0.44,-0.156,1,0.668
1.396,0.847,1.083,-0.706,-0.011,-1.053,0.141,1.817,0.428,0.788,1.035,-0.794,0,0.440
2.192,-0.318,0.748,0.415,-0.11,0.987,0.316,-0.383,1.968,1.516,-1.515,-0.6,1,0.401
-0.568,1.002,-0.169,1.333,0.815,0.554,-2.219,0.859,-1.842,-0.737,0.678,-1.253,0,0.242
-1.486,1.214,0.481,0.059,-0.475,-0.766,2.849,-1.262,-1.344,0.201,0.249,0.462,1,0.553
0.132,0.77,0.584,-2.127,0.006,0.752,-2.899,-0.432,0.29,0.195,-0.191,0.235,0,0.525
1.019,-0.671,-0.98,0.983,-1.406,0.36,-1.271,0.851,0.701,1.047,-0.233,0.038,1,0.604
-3.435,1.021,-0.173,2.528,-0.432,0.129,-1.561,-1.328,0.445,0.934,1.363,0.677,0,0.351
1.28,-1.471,-1.913,-3.045,-0.647,0.689,-0.519,0.926,-0.363,-1.723,1.288,0.008,1,0.733
1.321,-0.287,-0.656,-1.373,0.771,0.379,-0.899,0.245,1.728,-0.293,-0.335,1.487,0,0.602
-1.492,1.695,0.934,1.172,-0.494,1.495,-0.883,1.261,-0.139,2.165,-0.061,0.404,1,0.830
-0.194,0.715,0.708,-2.09,2.076,0.131,3.686,-1.176,-1.91,-0.477,-0.194,0.797,0,0.377
0.963,-1.023,-0.337,1.18,-0.052,0.544,-1.402,0.579,1.614,-0.071,-2.154,-0.274,1,0.807
1.925,0.966,-1.559,2.477,-1.338,-1.021,-1.137,-0.657,1.067,-0.131,-0.121,0.265,0,0.247
-0.869,-0.028,-1.141,0.24,0.051,2.712,-1.009,2.31,1.309,1.289,1.138,-0.724,1,0.742
0.838,1.029,-1.107,-0.361,1.201,-1.142,0.495,-0.8,0.316,-0.799,0.769,1.332,0,0.398
-1.09,4.27,0.687,-0.558,1.289,-0.156,0.759,2.888,1.129,0.862,-2.058,-0.249,1,0.841
-3.025,-0.706,1.421,0.876,-2.001,-0.554,-0.867,0.299,-0.537,-1.689,0.492,0.16,0,0.086
-0.33,-0.204,-0.775,-0.146,2.157,0.657,-0.735,1.673,0.574,0.855,-2.349,-0.407,1,0.576
-1.32,-0.047,-0.165,0.603,1.183,-2.023,0.44,1.813,2.428,-0.692,0.026,0.939,0,0.572
0.535,-1.236,-0.152,0.61,0.231,0.168,-0.689,0.867,1.168,-0.24,0.018,0.062,1,0.827
0.271,0.426,-0.057,-1.344,-1.674,-0.257,1.026,0.781,1.06,0.423,0.69,0.248,0,0.507
1.067,-1.393,0.726,0.781,-0.28,1.455,-0.041,0.243,0.698,-1.395,-0.477,-0.173,1,0.730
0.931,-0.591,-0.766,0.651,-0.687,-0.159,-0.659,0.718,-1.312,-0.578,-0.704,-0.15,0,0.152
-1.89,2.108,0.201,-0.808,1.939,-0.344,2.053,-0.369,-0.187,1.141,1.004,0.285,1,0.539
0.034,-0.152,-0.467,-0.727,0.578,0.939,-0.387,-0.535,0.962,-0.097,0.203,-0.128,0,0.660
1.031,-0.574,0.461,-0.716,-0.077,2.009,-1.42,0.591,0.875,3.27,-1.137,-0.232,1,0.933
-2.705,-0.389,-1.649,1.3,-1.925,-0.054,-1.655,-0.046,2.181,0.89,-0.363,-2.05,0,0.205
0.708,-1.21,-2.221,-0.111,-0.775,0.509,-1.602,0.779,0.07,-0.124,0.407,-0.036,1,0.595
-0.394,1.083,2.405,1.055,0.108,0.935,-0.55,-1.158,1.23,-1.552,-0.636,0.763,0,0.406
-1.67,-0.271,0.677,0.239,-1.213,-0.306,1.329,-1.164,0.762,0.37,1.703,-1.161,1,0.613
0.616,0.859,0.634,0.036,-1.547,-0.393,-0.427,0.349,0.068,1.182,-1.589,-0.144,0,0.329
1.223,0.9,-0.196,1.447,-2.745,0.827,-1.784,-0.612,0.11,-1.361,-1.542,-0.751,1,0.463
2.342,0.558,-1.762,-0.944,-1.21,-0.213,0.381,0.587,0.829,-3.143,0.287,0.634,0,0.432
-1.591,-0.738,0.908,-0.1,0.435,1.285,0.027,0.449,0.437,-0.502,1.073,-0.756,1,0.822
3.613,0.242,-0.088,0.859,-1.738,1.244,-0.529,-0.45,-1.324,-0.263,-0.301,-0.695,0,0.022
-0.749,0.736,0.427,1.185,-0.437,1.073,0.694,1.988,-3.336,-0.955,-3.681,-1.124,1,0.305
-3.722,-0.984,-1.215,0.636,-1.828,0.151,0.253,0.021,-0.534,1.13,2.008,-0.731,0,0.107
-0.819,-0.179,0.654,0.135,-0.98,-2.458,0.452,-0.386,0.834,0.89,-0.472,-0.31,1,0.542
-0.827,0.835,-1.77,0.953,0.4,-0.917,0.473,-0.072,-0.979,-0.059,-0.572,-0.871,0,0.136
-0.857,-0.833,2.092,1.717,-0.112,0.28,-0.386,-1.395,0.684,0.282,-0.234,-1.732,1,0.633
0.808,1.245,-0.192,1.491,1.733,-0.393,0.509,0.825,-2.49,-0.949,2.695,-0.943,0,0.058
-2.795,-0.738,1.37,0.598,0.808,0.52,3.077,-1.751,0.451,0.062,0.381,0.559,1,0.851
0.981,-1.05,-2.622,0.702,-3.217,-0.919,-1.073,-1.718,-2.792,-0.755,-0.699,1.154,0,0.120
-1.625,-0.109,0.732,-1.187,-0.659,-0.293,0.803,-2.291,0.323,-1.221,0.117,1.788,1,0.745
-0.067,-0.487,-0.072,-1.864,1.287,1.64,0.248,1.011,0.321,0.251,-1.345,-0.8,0,0.640
1.174,0.131,-1.283,0.439,-2.28,2.118,-0.495,1.977,0.449,1.513,-1.336,-0.789,1,0.781
-1.254,1.303,0.004,0.346,-1.609,-0.848,-0.951,-1.013,0.189,1.192,-2.26,-2.73,0,0.403
-0.433,-2.303,-1.194,0.025,-0.047,-0.865,-0.259,0.556,-0.103,0.848,0.726,1.84,1,0.791
-1.218,-0.66,2.977,1.362,2.931,-0.451,-0.923,-0.439,2.371,0.263,-2.966,-0.131,0,0.354
-1.673,-0.255,-1.431,0.993,-1.772,-0.147,1.428,0.143,-1.131,-0.171,0.833,0.225,1,0.221
-0.175,0.231,2.322,-1.635,0.847,-1.536,2.868,-0.866,-2.191,1.263,-1.113,-0.676,0,0.112
0.944,0.558,-0.59,-1.825,-0.543,-1.104,1.368,0.348,1.439,-2.106,-0.544,-1.142,1,0.700
2.742,1.663,0.169,1.106,-1.354,-0.013,-2.239,-0.172,-0.729,2.513,0.905,1.337,0,0.237
-1.331,-0.786,-0.563,-0.541,-1.033,2.447,-1.019,2.319,-0.583,1.185,0.873,-0.963,1,0.691
-1.341,-1.056,-3.066,-0.206,0.73,0.932,0.589,0.275,0.125,-0.222,0.597,-0.331,0,0.770
0.492,2.057,0.781,0.675,1.947,0.532,-1.103,-1.013,0.326,-0.6,-1.715,-0.137,1,0.491
0.304,3.548,0.584,2.231,0.776,0.731,-0.905,1.71,-0.953,-0.952,1.1,-1.058,0,0.304
-0.072,1.194,0.69,-0.584,0.738,-1.72,-0.445,-1.262,1.103,1.348,-1.504,-0.638,1,0.592
-0.032,-0.419,-1.027,-0.292,-0.937,-0.748,1.027,-0.657,-1.384,0.644,-1.489,-0.759,0,0.189
-0.821,-2.266,1.287,0.812,0.934,0.213,-1.544,-0.707,0.381,0.475,0.367,-1.315,1,0.887
0.682,-2.289,0.195,-0.832,0.383,0.363,0.247,0.867,0.584,1.769,0.554,-0.455,0,0.875
1.001,0.456,0.477,0.405,0.641,0.603,2.146,-1.118,2.491,-1.988,-1.582,0.037,1,0.891
0.393,-0.283,-0.296,-0.447,-1.114,-1.702,-1.216,1.258,-0.151,0.88,-0.018,-0.818,0,0.396
-2.486,1.681,-0.827,-0.029,-0.135,0.037,1.56,0.184,1.46,-1.031,-1.703,2.367,1,0.433
0.422,0.456,0.67,-0.924,0.099,-0.965,0.489,0.377,0.113,-0.292,-2.254,-1.129,0,0.457
0.294,-0.104,-0.361,-0.811,0.925,0.368,-2.4,1.081,2.009,0.113,-0.24,-0.261,1,0.731
-2.045,0.329,-1.211,0.641,-0.792,0.957,-0.996,0.173,-0.256,0.312,2.412,-1.751,0,0.064
0.067,-0.743,-0.76,-0.421,0.521,-0.383,0.532,-0.103,-1.509,0.504,0.119,1.888,1,0.571
-1.167,0.061,1.12,0.716,0.203,3.382,-0.499,-1.035,4.237,-2.493,-1.33,-0.205,0,0.242
-0.065,-0.562,1.645,-0.485,-1.044,2.463,0.398,-0.057,-0.153,0.113,-0.735,1.331,1,0.354
0.171,1.17,-1.259,0.01,-0.971,0.362,1.894,-0.619,-1.679,0.69,-3.01,-1.168,0,0.178
0.791,-0.422,0.096,2.441,1.547,1.37,1.043,0.395,-0.598,-0.581,-0.994,0.388,1,0.678
2.48,0.249,-0.94,0.356,-0.626,-0.59,-0.792,2.037,0.555,0.315,0.623,0.124,0,0.137
0.28,-0.641,-1.704,-1.213,-0.749,-0.101,-0.588,0.645,1.031,-0.338,0.104,-1.508,1,0.808
0.136,-0.755,-0.785,-0.885,1.325,1.908,0.532,-1.388,-0.474,-0.437,-0.152,-0.178,0,0.621
1.377,-0.774,1.232,-2.043,1.313,0.213,1.217,1.351,1.197,0.016,0.1,-1.993,1,0.896
-1.293,2.905,0.845,0.825,-1.011,-1.105,2.488,-0.39,-0.462,-0.794,1.948,-0.826,0,0.191
-1.327,-0.65,-2.969,-0.667,-3.515,-0.424,-0.872,-1.422,1.766,1.218,-1.459,-0.833,1,0.851
0.257,-0.765,-1.379,0.693,0.904,-0.556,1.11,1.894,2.37,0.096,0.105,-0.226,0,0.884
-0.185,-0.866,-0.098,-1.312,0.679,1.188,-1.457,-2.61,0.651,-0.1,-0.377,-1.109,1,0.897
-0.648,0.792,1.937,0.841,1.236,0.382,-0.004,1.213,-0.994,2.872,2.319,-1.675,0,0.334
0.371,-1.133,-0.226,-0.538,1.563,-0.317,-0.266,-0.653,1.728,-0.608,-1.122,1.9,1,0.548
-0.319,-0.213,0.87,-0.442,-1.936,-0.113,0.28,-0.127,-0.438,-0.73,-0.127,-0.72,0,0.369
-1.917,2.503,1.086,-0.286,-1.358,0.29,0.37,-1.414,-0.321,1.153,1.19,3.181,1,0.762
-0.249,0.59,1.236,-0.219,-0.0,1.786,-1.779,0.802,0.592,-0.371,-1.698,-0.535,0,0.472
-0.733,0.167,-1.066,-0.31,-1.071,1.235,-2.044,-0.176,0.376,1.706,-0.692,0.182,1,0.784
-2.826,-0.411,-0.666,0.274,0.455,-1.58,0.893,1.856,0.006,0.233,-2.999,-0.411,0,0.650
0.931,-0.527,0.151,-0.76,-0.042,-0.156,1.03,3.957,-0.902,0.923,-0.254,-0.917,1,0.446
-0.495,0.226,0.401,1.98,-0.125,2.413,1.163,0.59,-0.693,-3.314,-0.372,2.054,0,0.589
-0.462,-0.932,0.685,1.722,-0.263,0.701,0.299,0.745,0.442,-0.471,2.223,0.81,1,0.805
-1.207,0.053,0.918,-0.928,0.645,-0.387,-0.124,0.243,-0.513,0.984,-0.943,-0.534,0,0.463
0.632,-0.155,0.036,3.02,1.467,0.735,-0.309,0.353,0.656,-1.695,-0.228,-0.338,1,0.816
-0.85,0.346,-1.791,3.343,-0.468,1.235,-0.761,-3.116,0.382,0.112,0.071,-0.401,0,0.219
-0.619,-0.263,-0.762,-0.806,-0.457,0.557,-0.318,0.67,-1.213,0.462,-0.321,-2.947,1,0.362
0.085,1.492,-1.873,-0.385,0.899,-0.086,-0.441,-1.041,-0.606,-0.316,0.68,-0.396,0,0.206
0.463,0.871,1.444,-2.137,0.959,-0.368,1.706,-0.589,-0.662,-0.025,1.499,-0.387,1,0.220
-0.544,-0.415,-1.486,-2.367,-0.681,-1.395,0.223,1.563,-0.286,0.383,0.069,-0.182,0,0.609
-0.438,1.806,-3.023,0.152,-2.83,-1.262,-0.445,0.901,-0.096,1.259,-2.106,-0.605,1,0.726
-1.281,1.754,0.439,-1.258,0.33,3.313,-0.443,-2.33,-0.465,-1.586,-0.33,1.235,0,0.558
-1.488,0.886,-0.002,0.938,-0.525,1.345,-0.711,-0.187,2.202,-0.842,-0.641,-0.581,1,0.572
0.946,1.657,0.377,1.851,-1.858,-0.809,0.191,0.403,-0.572,1.609,-1.302,-1.142,0,0.217
0.786,-1.048,1.241,0.661,1.799,0.936,0.154,-1.583,2.002,-2.758,-1.201,0.822,1,0.461
0.746,0.46,-0.701,0.223,-0.685,-1.063,-3.144,0.994,-2.143,-0.322,-0.921,-1.151,0,0.067
0.275,0.588,1.876,-0.326,-2.541,-0.205,0.669,0.024,1.373,1.824,-1.874,-0.962,1,0.539
0.454,1.075,-1.218,-1.054,0.62,1.059,-1.305,0.881,0.499,-0.639,-1.453,-0.387,0,0.406
0.366,-0.255,-0.022,0.174,1.861,0.377,2.008,1.314,-0.196,0.484,1.112,-0.073,1,0.603
-0.831,1.161,-0.7,0.207,-0.328,0.098,-0.562,-0.639,-1.062,0.829,1.514,-0.58,0,0.206
-1.316,-0.324,-3.558,-2.854,-0.297,-0.808,-0.126,0.053,-0.137,-0.088,0.144,-0.768,1,0.750
-0.474,-0.12,0.231,-0.026,-3.546,0.222,-0.344,-0.817,-0.438,0.658,-1.724,-0.706,0,0.125
-2.664,-0.312,-0.238,0.423,1.29,0.017,-0.174,-0.465,0.492,-0.11,2.812,-0.531,1,0.442
0.246,-1.735,-2.019,-1.122,-1.621,0.362,-1.032,-0.423,0.293,0.265,-1.03,-1.703,0,0.735
0.427,-0.031,-0.071,2.546,1.094,0.2,0.526,-0.095,0.137,-0.834,-0.934,1.633,1,0.646
0.969,-0.071,-3.431,0.58,-1.227,0.596,-1.082,-0.567,-0.604,-2.743,0.539,0.267,0,0.155
-0.675,-1.504,0.964,-1.058,0.057,1.044,-0.6,2.321,0.222,-0.19,1.246,-0.513,1,0.899
-1.703,1.411,1.58,-0.745,2.733,0.835,-1.908,-0.314,0.95,-1.223,-0.056,-0.728,0,0.782
-0.971,2.845,1.117,0.191,1.646,0.337,-1.231,0.384,1.05,0.406,1.033,-3.054,1,0.728
-1.802,0.262,0.677,0.865,0.486,0.765,1.294,2.296,-0.183,-1.185,4.237,-1.441,0,0.108
-0.078,-0.144,-3.484,-1.232,1.098,-0.552,-2.488,1.537,1.183,-1.259,-1.18,-1.779,1,0.796
-0.668,1.686,-0.542,0.481,1.777,-0.521,-0.162,1.32,1.258,-0.024,0.278,1.769,0,0.377
-0.731,-1.534,0.425,0.77,0.696,0.882,1.156,0.187,1.083,1.508,-1.359,-1.87,1,0.869
-0.078,1.429,-0.854,-0.434,0.285,0.768,0.448,2.297,0.175,1.429,-2.337,-1.941,0,0.777
0.012,0.062,-0.8,-0.123,0.225,0.054,-0.743,-1.33,-0.167,-0.701,-0.994,-1.189,1,0.411
-0.311,1.048,1.461,1.273,-0.372,1.653,1.381,1.009,-0.349,-0.323,0.612,-1.355,0,0.337
-1.0,-0.521,0.903,1.131,-0.056,-0.203,1.353,-0.597,1.464,-0.488,0.065,-0.454,1,0.748
-0.038,1.194,-0.524,-2.443,0.324,-2.053,-0.736,0.248,1.175,1.393,0.149,1.774,0,0.474
-1.05,-1.021,-0.077,-0.308,0.142,0.35,-0.307,1.453,1.867,1.655,-0.643,-0.623,1,0.911
0.683,1.203,-0.748,-0.629,-1.533,0.002,-1.247,0.762,-2.784,0.43,1.105,0.466,0,0.091
2.241,-0.729,-0.317,1.813,-0.585,-0.42,-1.129,0.691,0.159,2.647,0.12,1.936,1,0.816
0.361,-0.0,-0.137,-0.151,1.342,1.396,-0.487,-0.361,2.099,0.925,-0.994,1.435,0,0.473
0.204,-0.619,1.051,0.76,-0.073,-0.918,-0.517,-0.15,0.504,-0.634,-0.133,0.45,1,0.713
0.166,0.876,0.711,-1.318,0.416,0.071,0.437,-0.248,-0.911,1.135,0.338,0.24,0,0.273
0.831,0.726,-1.175,0.432,1.279,0.594,-0.105,-0.17,0.086,-0.424,-3.279,0.565,1,0.384
2.164,0.737,-1.568,-0.189,-1.418,0.932,-0.594,2.573,-0.185,-0.486,-0.168,-0.186,0,0.225
-1.102,-0.38,0.907,0.081,1.41,1.486,-0.61,-0.97,0.802,-0.177,0.854,-1.545,1,0.736
-0.202,-0.17,0.408,-0.328,-1.125,0.854,2.904,-0.927,0.224,-0.471,0.899,-1.103,0,0.524
0.749,0.551,-0.331,-0.343,1.689,-0.906,1.219,-1.896,-0.441,-2.786,-0.977,-1.651,1,0.593
-0.644,1.322,-0.267,1.311,0.468,0.173,-0.185,1.749,-0.054,-1.767,1.745,-1.34,0,0.323
-0.203,0.629,0.189,-0.1,-2.537,-0.943,-1.142,-3.278,0.055,0.987,-0.95,-1.968,1,0.635
0.09,-0.437,-0.82,0.567,-0.303,-1.978,-0.196,0.986,0.228,-0.353,-2.025,-0.386,0,0.446
0.209,0.206,0.303,2.489,0.716,1.583,-2.201,-1.351,0.287,0.92,-1.619,0.102,1,0.502
2.75,2.008,1.35,0.09,1.788,0.451,-0.377,0.009,-0.455,2.414,1.603,-1.014,0,0.154
0.363,-2.495,0.35,0.035,2.092,0.611,-0.131,-0.925,-0.427,-1.04,-0.594,1.496,1,0.707
1.085,-0.314,-1.616,0.033,-2.073,0.042,2.269,0.625,-1.676,-0.158,-0.842,-1.815,0,0.204
-1.107,0.405,0.621,1.627,-0.206,0.416,2.707,-3.163,1.301,-0.044,1.31,2.771,1,0.922
0.315,-0.282,-0.203,-0.745,0.221,1.082,2.043,0.368,-0.305,-0.76,0.303,0.19,0,0.578
1.104,-0.088,-0.549,-1.125,0.105,0.252,-1.636,1.849,1.562,0.483,0.579,1.198,1,0.736
-0.644,0.804,-1.779,-0.427,-1.321,0.637,-0.809,0.928,-1.05,0.783,-1.366,-1.661,0,0.190
0.723,-0.342,-1.388,1.307,-0.507,-0.873,2.462,3.165,-0.075,-0.854,-1.601,1.103,1,0.808
-1.382,-0.169,0.079,-0.919,-1.336,0.319,-1.133,-1.583,1.138,-1.854,-0.395,0.96,0,0.622
-1.617,-0.136,-0.868,-0.009,-1.485,0.047,-0.015,1.544,0.121,1.053,-1.543,-0.737,1,0.488
-0.147,0.68,-0.528,-2.383,-2.453,-1.208,2.351,-0.363,-0.944,1.965,-1.652,0.853,0,0.702
0.337,-0.352,0.575,-0.202,-0.126,-1.595,1.663,1.175,1.573,-1.556,-0.691,0.426,1,0.799
0.392,-0.299,-2.458,-2.258,-0.108,-2.881,-1.269,-0.822,-0.39,-3.138,-0.395,-0.029,0,0.498
-2.162,1.037,-0.782,-0.546,-0.558,1.547,-1.61,-2.696,1.722,0.946,0.588,-1.372,1,0.772
0.151,1.203,0.06,0.206,0.635,1.395,0.066,-0.24,-0.788,-1.566,0.489,-1.228,0,0.254
-1.746,0.526,0.671,-0.909,2.958,0.852,0.198,-0.67,1.869,-0.811,0.626,-0.341,1,0.796
1.241,1.578,1.646,0.408,0.313,1.667,1.945,2.109,0.028,-0.239,1.883,-1.015,0,0.529
0.164,-0.005,-3.264,-0.509,2.457,-0.023,-0.405,-0.089,0.245,0.613,-2.553,-0.095,1,0.619
-0.019,-0.0,-1.195,-0.112,1.617,1.032,1.125,-2.839,0.348,0.74,-0.98,0.646,0,0.491
-0.297,-0.632,1.429,0.547,1.43,1.404,0.553,-0.669,-0.612,-0.342,-1.176,-1.13,1,0.430
-0.485,2.381,-0.506,3.26,-0.025,-0.266,-0.607,-0.363,-0.116,-0.347,2.799,-0.304,0,0.197
-0.374,1.299,0.605,1.579,0.234,0.282,-1.123,-0.678,1.45,-1.618,0.724,1.85,1,0.697
1.543,-0.679,1.079,1.076,-0.52,-1.276,-1.076,-0.816,-0.442,-1.235,-0.539,1.231,0,0.403
-1.376,1.665,0.552,-0.099,0.645,0.022,0.568,0.198,-2.284,-0.57,-1.47,-0.113,1,0.361
0.6,0.761,-0.242,-1.364,0.216,-0.152,-1.871,-0.031,0.335,0.28,-0.034,0.728,0,0.443
0.987,-0.582,0.125,0.41,-0.688,1.487,-1.87,-1.995,-0.016,0.078,-0.023,-1.55,1,0.557
-1.475,-0.123,0.17,0.162,-1.054,0.686,-0.111,0.154,-1.171,0.746,0.536,-0.918,0,0.277
1.507,-0.739,-1.135,-0.731,-0.29,-0.11,-0.869,0.654,-0.173,-0.768,0.502,1.312,1,0.745
-0.876,0.935,1.272,1.085,-1.341,-0.287,-0.206,-2.066,2.347,0.382,-1.153,0.248,0,0.404
-2.212,-1.13,0.21,0.99,-0.649,-0.399,1.532,0.211,1.078,0.265,1.803,0.117,1,0.735
0.312,-0.173,0.16,-0.928,-1.027,-0.779,0.661,-0.955,-0.584,1.238,0.515,0.352,0,0.385
0.399,-0.221,-0.615,1.59,-0.717,0.151,1.387,-0.796,-0.33,-0.89,-1.098,0.923,1,0.607
1.408,0.459,-1.909,0.409,-0.692,-0.436,-0.877,0.985,-0.841,-0.805,0.296,-1.143,0,0.097
-0.71,-1.655,-0.315,-0.823,-0.481,-0.14,0.162,-0.319,-1.086,0.132,0.508,-0.563,1,0.607
1.154,1.441,0.511,-0.343,-0.131,0.805,2.895,-0.328,-0.542,-1.056,0.766,-0.208,0,0.351
-2.333,0.959,1.104,0.809,1.286,0.713,0.917,-0.942,-0.713,-1.941,-0.903,1.53,1,0.725
0.022,-0.094,0.066,0.476,0.981,-0.032,-1.871,-0.7,-0.441,0.064,2.328,-0.752,0,0.174
0.468,0.555,-0.775,0.695,-0.438,-0.214,-0.315,-0.409,-0.543,1.694,-1.401,-1.301,1,0.201
-1.188,0.856,-0.06,0.892,1.58,-2.711,0.311,-0.555,-0.912,-0.056,-1.301,2.837,0,0.204
1.955,0.183,0.474,0.93,0.582,1.133,-0.813,0.155,0.47,-0.31,-1.065,-0.011,1,0.568
3.4,0.319,0.595,-0.634,-0.51,-0.225,-0.106,0.467,-0.182,1.465,2.24,-1.111,0,0.050
0.437,-0.142,0.552,0.944,1.406,-0.313,-1.502,-0.938,-0.287,0.197,1.753,1.167,1,0.416
1.078,0.199,0.834,-0.089,-0.406,-0.353,-0.141,1.037,-2.324,-0.264,-1.94,-0.536,0,0.090
-1.182,1.917,1.107,1.253,-1.045,1.193,1.182,-0.105,1.047,-1.508,-1.099,-0.305,1,0.593
-0.584,-0.658,0.732,-0.78,0.12,0.307,0.58,1.854,0.448,0.049,-1.711,0.144,0,0.649
0.428,-0.123,-0.351,1.429,-0.824,0.863,-1.007,-1.94,0.345,0.74,-0.069,-0.369,1,0.459
-1.919,0.612,-2.082,1.274,-1.414,-1.4,-0.031,-1.297,-1.447,1.218,0.538,1.048,0,0.125
-0.437,-1.029,-0.525,-1.7,-0.022,1.285,-1.989,0.852,-0.374,-1.193,1.243,0.118,1,0.835
-0.435,0.68,1.005,0.049,-0.147,1.702,-0.283,-1.13,2.392,-0.694,-0.725,-0.107,0,0.515
-2.098,0.606,0.599,-0.129,0.194,-1.133,0.346,-0.86,1.057,0.114,0.876,0.653,1,0.672
-0.224,0.154,2.068,-2.172,-0.877,0.2,4.067,0.101,-0.531,0.299,-1.298,0.159,0,0.256
0.154,0.255,-1.424,-0.343,-0.31,-1.586,0.945,0.243,0.06,-0.616,-0.266,-1.751,1,0.279
-1.661,0.376,-1.206,2.441,-1.61,1.263,-0.742,-0.894,-0.032,-1.213,-0.205,-0.477,0,0.249
-1.549,-2.207,1.685,-1.258,0.077,1.195,-0.463,-0.9,-0.935,0.583,1.139,-1.212,1,0.772
-0.726,-2.104,-0.077,0.567,-0.786,2.654,-0.768,-1.668,-0.319,-0.054,-1.674,-0.703,0,0.386
