Label,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
0,-1.058,1.021,0.817,1.393,-0.066,2.034,0.164,-0.542,-0.840,-0.695,-0.253,-0.936
1,0.385,0.329,-0.643,-0.139,-0.728,-1.103,-0.652,-0.349,0.061,0.852,-1.219,1.907
0,0.159,0.107,-0.545,0.032,0.815,-0.052,-0.465,-1.562,2.364,1.108,-0.559,0.136
1,1.024,-2.161,1.134,2.456,-0.087,1.019,-1.503,2.052,-1.175,0.952,-1.497,-0.970
0,2.849,1.792,1.907,-0.672,1.031,-0.602,-1.254,-0.237,-0.972,0.364,0.188,-2.562
1,0.607,-1.816,0.592,0.708,0.735,0.609,0.682,-0.929,1.058,-0.742,1.605,0.457
0,0.619,-0.478,1.169,-0.827,-1.095,1.685,-1.359,3.447,-3.237,0.150,1.031,-0.398
1,-0.448,0.507,0.024,1.304,0.075,0.813,0.519,0.322,-0.315,-2.254,-1.720,-0.245
0,0.232,0.352,-0.735,-1.119,0.373,0.461,-0.583,0.194,1.098,0.925,-1.493,0.664
1,0.591,-0.978,-0.907,1.276,0.331,-1.107,-1.215,1.792,0.573,0.345,-0.510,-1.824
0,0.623,-0.639,-0.470,0.306,-0.282,-0.517,-2.244,1.589,-1.515,0.497,1.393,-1.747
1,-1.370,-0.341,-1.362,-1.713,-0.907,-0.872,1.110,-1.595,0.271,-0.254,1.744,-0.793
0,1.391,-0.342,0.203,0.970,0.192,-0.669,-0.809,-1.599,3.767,-0.320,2.152,0.841
1,-1.657,-0.206,0.019,0.441,-1.734,-0.150,-0.161,0.065,-0.139,0.695,0.414,-1.443
0,-0.090,0.428,0.488,0.078,1.406,0.769,-1.984,-1.511,-1.147,-0.034,-1.132,-0.437
1,1.043,1.040,-0.551,-1.759,0.939,0.181,-0.255,0.666,-0.132,-1.225,-1.454,1.508
0,1.649,-0.132,0.055,1.679,-0.315,-1.466,0.094,-1.234,-0.704,-0.393,-0.117,0.562
1,-0.711,-0.933,0.742,0.081,0.122,1.306,-1.134,0.905,0.211,1.588,0.553,-1.834
0,-1.801,-0.535,1.405,-0.848,0.192,1.103,0.622,-2.317,0.008,-0.036,1.160,-0.997
1,-1.489,-0.186,0.291,-1.739,2.572,-0.154,0.287,-0.345,3.201,-0.281,-0.095,-0.807
0,-1.818,-1.003,1.950,2.539,-2.138,-1.114,-0.670,-0.141,-0.221,-0.462,0.023,-1.935
1,-0.974,0.177,-2.597,-0.112,-0.260,-0.190,-1.575,-0.541,1.015,0.322,-2.168,-1.597
0,-0.629,0.099,0.527,0.274,0.187,0.565,-0.336,-1.001,0.521,-0.533,-0.246,1.862
1,-0.045,-0.601,-0.069,2.344,0.071,0.421,0.393,-2.279,3.163,0.637,-0.115,1.078
0,1.323,-2.177,-1.513,1.845,1.026,-0.316,-1.251,-0.976,-0.100,-0.581,-0.286,-1.173
1,0.269,-1.074,0.690,1.010,-0.195,1.177,1.339,-0.648,0.990,1.671,-0.333,-1.515
0,1.593,0.200,-1.426,-0.192,-0.883,0.201,0.567,2.904,-0.326,-1.311,1.773,-2.855
1,-1.794,-1.017,0.939,0.652,-2.073,-0.505,0.184,0.602,0.041,-0.360,0.467,2.415
0,0.290,-0.746,-0.110,-0.788,0.630,0.038,-0.295,0.881,1.381,1.010,-0.034,2.084
1,0.338,-0.255,-1.256,-0.390,1.896,0.236,0.665,-0.523,0.832,3.249,-0.397,-0.084
0,0.248,0.457,-1.229,1.047,-0.535,-0.211,-1.559,-0.467,-1.218,0.801,1.002,-1.738
1,0.364,0.143,-1.926,-0.018,-0.480,-0.095,0.148,0.352,0.693,0.615,-0.018,-0.058
0,-2.339,-0.593,1.613,2.615,-1.786,-2.076,-0.477,-2.442,0.207,0.650,-2.210,0.568
1,0.085,0.105,-0.516,0.160,-1.686,0.709,0.101,1.414,0.672,2.110,1.683,-1.894
0,0.589,0.747,3.048,-0.503,0.951,1.415,0.515,-0.504,-0.926,0.655,-2.260,0.202
1,0.452,1.429,-0.517,2.817,-0.668,-0.052,1.430,-1.143,1.960,-0.288,-1.213,1.202
0,2.670,-0.390,-1.134,3.357,-0.436,1.846,-0.884,1.064,1.086,-0.282,-0.891,0.593
1,-0.601,-1.180,-1.562,-0.412,0.276,0.812,-0.939,0.498,0.804,1.483,0.386,-1.992
0,0.327,0.954,-0.866,0.216,-0.664,2.162,-1.130,-1.260,-0.639,-0.625,0.321,-0.889
1,1.407,2.411,2.802,0.133,0.721,0.511,-0.480,-1.357,0.522,-1.174,-0.505,-1.846
0,-1.541,0.090,-0.273,0.713,-0.377,-1.980,2.376,-0.225,-0.977,-0.700,1.245,-1.562
1,-0.312,0.446,-2.912,-0.753,1.525,0.317,-1.188,-1.810,0.742,-1.104,-1.894,-1.692
0,-0.668,1.579,-0.660,0.589,-0.100,-1.386,0.603,2.601,1.205,-1.221,-1.376,-1.783
1,-1.856,-1.656,0.593,0.911,1.163,0.359,-1.482,1.109,0.515,-0.484,-0.512,0.018
0,0.450,-1.788,-0.029,-0.507,-0.494,0.861,-0.525,-0.212,-2.051,0.472,1.721,-0.584
1,0.695,-1.376,0.416,0.258,-1.229,-0.080,-1.113,-1.333,2.890,-1.697,-2.354,-0.653
0,0.282,0.096,-0.342,-0.300,1.198,-1.057,-0.383,4.019,-1.939,-0.937,-1.529,-0.210
1,-0.681,0.526,-0.048,0.668,-0.100,2.015,-0.413,-2.486,-2.523,-1.002,-0.071,1.038
0,-0.183,0.570,-0.743,0.402,0.459,0.181,-1.529,2.127,0.575,1.611,-0.236,-0.704
1,0.239,0.175,0.362,-2.014,0.544,3.491,0.183,1.856,-0.457,-0.927,-0.019,0.201
0,-0.832,0.820,0.262,2.633,-1.222,0.407,-0.740,-2.374,-0.361,0.233,-2.217,-1.973
1,-0.650,-1.205,-0.465,-2.258,0.571,-0.734,0.322,0.717,-0.899,-0.873,0.931,-0.373
0,-0.096,-0.737,0.297,0.974,1.746,-0.184,-0.025,-1.759,3.191,1.922,1.349,1.721
1,0.735,-1.199,1.065,-1.406,-1.011,0.153,0.363,-0.146,0.159,0.940,1.238,0.155
0,-2.053,0.083,-2.428,-1.818,-3.217,0.354,1.538,-1.673,-1.016,0.143,-1.281,0.425
1,-0.457,-0.768,-1.121,1.748,-0.845,0.300,-0.229,-0.973,1.198,-0.709,-1.711,-0.296
0,-0.156,0.325,-0.719,-2.059,-0.751,-0.212,-0.610,0.730,0.007,-0.901,-0.217,-0.539
1,-1.408,-0.754,-0.091,-1.064,0.036,0.094,-0.386,1.878,-0.212,-0.195,-0.104,-0.378
0,0.126,1.082,1.904,-1.421,0.066,0.259,1.131,-0.808,0.216,-0.093,0.880,-0.508
1,1.053,0.271,1.705,-1.487,2.918,0.836,0.677,-0.165,-0.428,0.188,1.860,-3.386
0,0.998,-2.454,0.291,0.783,-0.774,-1.148,-0.433,2.552,-1.164,-0.193,-0.503,-1.764
1,-1.188,0.067,-0.167,-0.560,-2.594,0.379,-0.680,0.382,0.685,1.539,-0.434,-1.403
0,-0.394,1.125,-0.955,0.996,2.466,0.295,1.971,1.075,2.086,0.959,0.785,0.743
1,0.027,0.042,1.817,0.514,0.692,0.309,1.366,0.700,0.519,-0.486,-2.036,-0.087
0,0.648,0.383,-0.295,-1.521,1.456,-0.904,0.378,-0.509,0.655,1.835,0.447,-0.243
1,0.472,-3.941,0.744,0.640,0.322,-0.532,1.812,-0.884,0.869,-2.165,-0.887,0.464
0,0.960,-0.814,-1.982,0.657,-0.360,0.078,-0.002,0.977,1.310,-0.359,-1.041,-0.021
1,0.264,1.698,0.790,-0.728,-0.338,-1.894,-1.374,-1.483,-0.105,-0.147,-0.876,0.944
0,0.789,0.221,0.536,-0.996,0.007,1.462,-3.545,0.333,0.464,-0.415,-1.136,0.288
1,0.006,-0.081,-0.803,1.654,-0.653,2.264,-0.220,1.891,0.514,1.654,-0.750,1.095
0,-0.048,0.145,-0.961,1.567,-1.097,1.117,0.597,-1.044,0.254,0.883,2.352,-0.871
1,-0.032,0.164,-0.956,-2.534,0.176,0.148,-0.775,-0.431,-0.229,0.672,1.041,0.454
0,-2.215,-0.698,2.057,0.228,0.165,1.826,0.475,-1.663,0.755,0.697,-1.948,0.118
1,0.628,0.880,0.857,1.689,-2.306,-1.862,0.555,1.876,-0.785,0.637,0.216,-0.491
0,0.309,0.387,1.620,-2.417,0.784,0.369,0.214,-1.406,-1.365,-0.214,0.192,0.858
1,1.614,-0.326,-0.335,2.071,-1.246,1.480,0.851,1.267,-0.456,-0.286,-0.351,-0.478
0,2.307,0.755,-0.941,1.731,-0.208,1.333,-0.912,0.102,-0.135,-1.279,0.624,-0.662
1,-0.925,-2.330,0.168,-0.696,-1.366,0.783,-1.441,-0.187,0.055,0.676,0.651,-0.181
0,-0.136,-0.215,0.100,0.130,-0.373,1.969,-0.665,-1.146,-0.783,-0.205,2.584,-1.323
1,-2.577,3.379,-0.217,-0.082,1.857,0.938,3.518,0.806,1.962,-4.561,0.477,-2.858
0,3.618,-0.228,-0.201,0.000,1.577,1.440,-0.496,-0.348,-0.190,-0.803,0.205,0.011
1,0.194,-0.738,0.571,-0.416,-2.548,-0.858,0.027,-1.651,0.632,0.284,-1.915,-1.375
0,-0.891,-0.435,-0.796,0.235,1.543,3.127,-0.369,1.084,2.103,-0.448,-0.864,0.851
1,-1.090,-0.676,-0.053,0.260,-0.769,0.574,-0.194,-0.981,0.891,0.622,0.421,-2.579
0,-1.672,0.153,1.525,0.686,-0.394,-0.810,1.238,-0.962,-0.249,1.348,1.499,-1.180
1,-1.241,-0.333,0.907,1.545,-1.307,-0.194,-0.163,-1.352,1.651,-0.695,0.546,-0.742
0,1.363,-0.025,-0.662,0.975,-4.375,-1.051,-1.131,-0.828,1.449,-0.560,0.129,-1.976
1,-0.835,1.218,-0.159,-0.998,0.021,-1.543,1.939,-2.429,-2.144,-1.689,-0.126,-1.430
0,-0.444,-0.202,-1.348,0.487,0.053,3.348,-1.033,0.205,0.468,0.609,-0.466,0.699
1,-0.425,-0.455,-0.662,0.917,-0.498,0.231,-1.473,1.197,0.090,1.120,-0.852,-0.038
0,-0.629,0.524,-1.623,0.465,-1.162,1.189,-1.379,-2.131,-1.453,0.641,-0.863,-1.058
1,2.358,-0.336,-3.133,1.234,-0.618,0.434,-0.925,-1.003,-0.080,-0.320,0.778,0.958
0,-1.398,-1.148,0.932,0.919,-0.799,0.536,-1.171,-3.024,0.531,-1.406,-1.435,0.807
1,-1.301,0.269,-0.433,-0.422,-0.143,-0.651,-0.166,2.228,-0.231,0.876,-0.316,0.264
0,-0.691,-0.195,1.078,-0.071,-0.539,0.370,-0.956,-1.397,0.567,0.194,-1.876,-1.564
1,1.644,0.219,-0.670,1.585,-0.585,0.440,0.216,-0.983,1.439,-0.800,-0.619,-0.081
0,-1.353,0.084,-1.965,1.616,-0.989,0.883,-0.364,-2.074,0.967,-1.981,0.918,2.430
1,-0.778,-2.103,0.105,-1.111,0.223,2.000,-1.795,0.848,0.694,0.945,1.494,-1.580
0,0.236,1.245,1.254,-0.183,-0.268,-0.162,1.716,-1.333,0.172,-2.501,1.310,-0.288
1,-0.479,2.110,1.558,-2.333,2.925,-1.246,-0.838,3.237,1.615,0.078,-1.262,0.954
0,0.742,-0.141,-0.285,1.953,-1.140,0.396,-1.088,2.170,-0.272,-2.128,0.996,0.140
1,-0.788,-0.346,-4.095,-1.005,-1.838,-0.239,-0.306,1.319,0.920,0.685,-2.216,-1.693
0,-0.278,0.370,-1.140,0.614,1.765,0.672,0.563,1.566,1.235,0.467,-0.362,2.414
1,-0.603,0.828,-0.853,2.685,1.001,1.298,-1.260,-1.252,1.488,-0.331,0.037,-1.069
0,1.265,2.286,-0.040,0.453,-1.344,0.431,0.641,-0.588,-0.553,0.075,-1.634,-0.046
1,-0.624,-2.106,-0.493,0.986,-0.458,0.402,0.190,-1.633,-0.674,-1.737,-0.799,1.821
0,0.516,-0.089,0.550,-0.084,-0.762,0.385,0.736,4.001,0.122,0.206,-0.818,-2.145
1,-2.083,0.092,0.987,0.440,0.253,-1.477,-0.331,-0.134,0.717,0.641,-2.003,2.122
0,-0.522,0.197,-0.730,-1.566,-0.292,-0.237,-3.354,0.963,1.680,-0.524,-1.943,1.036
1,-0.473,0.143,-0.637,0.228,0.723,1.796,2.145,1.366,0.906,1.606,0.077,-1.010
0,0.167,0.528,-1.121,1.453,-1.208,2.336,0.733,0.270,-1.761,0.719,-1.430,-2.879
1,0.546,-0.548,-1.632,0.342,-0.615,-2.152,-0.869,0.505,0.407,0.644,-0.071,1.367
0,-2.280,1.355,1.708,0.749,-0.230,0.152,-0.202,-0.327,0.932,-2.934,-1.521,0.248
1,-1.248,-0.622,0.286,0.558,-2.234,-2.489,-0.691,0.061,0.185,0.252,-1.028,-0.249
0,1.297,0.392,0.419,-0.421,0.673,-0.013,-0.242,-0.797,-0.716,0.334,-1.821,-1.530
1,0.556,0.136,-0.335,1.854,-0.360,-0.991,1.534,0.124,0.367,-0.897,-0.556,-3.016
0,0.459,0.348,-0.622,0.034,-1.168,-0.948,-0.944,0.765,-0.854,-2.015,-0.823,0.042
1,-1.917,-0.915,0.610,1.041,-0.744,2.628,0.137,-1.388,1.404,-0.802,0.678,-0.936
0,-1.062,0.609,0.003,0.646,-0.345,2.498,-1.340,-0.561,0.476,-0.866,2.100,-1.909
1,0.322,-0.704,1.015,-0.806,1.030,-0.946,0.355,0.795,1.360,0.760,-1.165,-0.601
0,-0.873,-0.079,-0.272,-0.335,-1.314,0.551,1.071,-0.283,-0.917,-0.978,0.860,-0.619
1,-0.754,0.691,-0.655,-0.475,-0.535,0.058,-1.150,0.560,1.925,2.052,-0.484,-0.172
0,-0.558,0.444,-0.433,0.028,0.580,2.885,-0.030,0.350,0.762,-1.581,-0.686,-0.513
1,-1.548,-1.112,0.446,3.838,1.872,1.041,-0.004,-2.131,1.738,2.495,0.549,-1.633
0,1.560,-1.533,0.666,-1.034,0.224,0.682,0.861,1.191,-0.236,1.241,-0.384,-0.913
1,-1.238,-1.336,0.096,-0.586,-0.182,0.497,-1.582,-1.025,1.743,0.345,1.264,-0.989
0,0.565,-0.087,-1.268,1.301,-1.654,-1.333,-0.724,2.002,0.048,-0.144,-0.265,0.815
1,-0.869,2.017,-0.764,-1.532,-1.553,0.685,0.570,-0.352,-1.767,0.727,-0.900,3.171
0,1.071,-0.110,-0.762,0.134,0.483,-1.020,0.269,0.489,1.990,1.089,-1.056,0.959
1,-1.217,-0.038,-0.251,-3.656,0.226,-0.159,0.548,0.562,0.677,1.957,-0.370,0.468
0,-0.895,-0.040,1.154,-0.720,-0.918,-1.016,-1.450,-0.585,-2.773,0.526,1.323,0.465
1,0.305,-1.111,-0.929,-1.836,-0.142,-0.871,-0.533,-0.552,-0.848,0.929,0.772,0.767
0,-1.287,-0.924,0.829,1.602,1.031,1.540,-0.057,-1.370,-0.618,-2.256,-0.121,1.096
1,-0.757,-0.269,-0.095,1.431,0.459,-2.718,0.668,0.232,0.174,-0.545,0.498,0.253
0,0.229,1.322,0.943,-2.582,0.511,0.685,2.397,-1.199,-1.384,1.200,-1.096,0.269
1,-0.263,0.414,0.299,1.134,0.521,0.327,0.005,-0.306,0.360,-1.274,-1.454,-1.397
0,0.929,0.317,0.595,1.280,-1.388,-2.323,-0.506,1.209,0.363,-1.757,0.169,0.445
1,0.606,0.365,-0.161,-0.586,-0.777,0.599,-1.839,0.146,0.022,-0.848,-0.257,1.068
0,-0.730,-0.377,-1.087,0.080,-0.316,1.237,-2.337,-0.223,0.012,-1.586,1.677,-0.589
1,1.056,-0.311,-0.142,-0.721,0.987,0.589,-0.741,1.830,0.626,-1.941,-0.125,-0.724
0,2.706,-0.997,0.381,-1.204,0.282,1.106,0.975,0.949,-0.353,-1.074,0.980,-1.210
1,-0.402,0.590,-2.033,-1.237,-0.656,-0.444,-2.521,-0.084,-0.281,0.999,-1.204,-1.332
0,-0.452,1.811,-0.924,0.506,0.039,-0.029,-0.321,-1.582,0.308,0.372,-0.810,-2.721
1,-0.409,-1.548,0.938,2.156,0.688,0.403,-2.878,0.669,0.149,-0.564,0.154,0.922
0,1.630,0.044,-0.079,1.651,2.146,-0.002,0.342,0.626,0.353,2.211,2.478,-0.615
1,1.539,-0.015,0.387,0.727,-0.366,1.396,-2.149,-2.283,-0.382,0.420,-0.012,2.746
0,0.511,0.262,-1.214,0.103,2.438,0.542,-2.101,2.426,-1.290,-0.386,-1.035,-1.976
1,-1.621,2.965,0.134,0.870,0.477,2.041,1.561,-0.400,-0.022,1.145,1.230,-0.965
0,0.110,-0.121,1.682,-1.207,0.267,-1.629,1.010,-0.498,1.009,0.573,-2.293,0.534
1,-0.016,0.133,-1.177,0.071,0.493,3.028,-1.531,1.354,1.017,0.438,-1.200,-0.576
0,-0.927,-0.033,-1.627,1.106,-0.816,-0.296,-2.012,0.153,0.054,1.086,-1.589,-0.835
1,-0.113,-1.621,-1.142,-0.725,0.978,-0.382,-1.030,1.336,-0.422,-2.665,-0.628,0.438
0,1.049,-2.416,0.560,0.156,0.064,0.267,0.340,-0.715,-0.153,-1.792,-1.475,2.772
1,-1.393,-0.862,0.009,0.947,0.117,-2.042,-1.001,0.247,1.652,0.962,0.831,-1.413
0,-1.206,1.179,0.085,0.723,-2.341,0.405,4.590,0.333,-0.350,1.381,-1.895,0.282
1,0.454,0.375,-0.826,-0.445,-0.869,-1.528,1.151,0.585,-0.060,-0.514,-1.512,-1.918
0,0.388,0.161,-1.434,1.348,-1.458,0.892,-1.742,-0.110,0.680,0.437,1.710,-1.223
1,-0.924,0.305,-0.474,-1.496,-0.304,-0.966,-1.245,-0.315,-1.164,0.677,0.141,1.804
0,0.475,0.621,3.125,0.093,0.901,-0.782,0.859,1.021,-0.434,-1.081,0.773,-0.905
1,-0.813,-1.999,1.127,-1.254,-0.374,0.690,0.701,2.704,0.280,-0.504,-0.172,0.827
0,2.103,-0.807,-0.220,-0.565,0.004,-0.687,0.395,2.009,0.280,-0.746,0.584,-0.551
1,-0.943,0.813,-0.434,-0.845,1.865,-0.870,-0.438,-0.708,-0.650,2.127,-0.187,-1.048
0,-0.886,1.713,-0.303,0.303,-0.488,-0.883,1.072,-0.800,-0.386,-0.331,0.346,2.248
1,-0.732,-0.812,1.364,0.667,0.804,1.321,-0.102,0.504,-0.020,0.378,0.311,1.290
0,2.203,-0.533,1.303,0.048,0.802,-1.021,-1.591,0.219,0.112,3.382,-0.225,0.512
1,0.347,-2.096,0.310,-0.385,-0.821,0.373,-2.351,-1.479,0.353,-1.521,-0.498,1.337
0,-0.407,0.859,2.174,0.137,-1.539,-1.413,-0.584,0.855,-3.249,-0.601,-0.947,-1.473
1,-1.509,-1.894,0.869,-0.957,-0.039,0.436,2.138,-1.746,-1.208,-1.044,-2.255,4.613
0,-0.126,0.063,1.237,-2.887,0.202,-0.510,-0.525,1.170,1.396,-0.506,-0.728,2.208
1,1.123,-0.202,-0.909,-2.433,-1.258,0.025,-3.655,0.607,0.572,1.659,0.176,1.535
0,-2.645,-0.238,-1.478,-0.333,-0.872,1.521,-0.295,-1.566,-1.790,0.202,-1.618,-1.266
1,-1.331,-0.798,-1.673,-1.304,-0.409,-0.155,0.694,0.976,-0.324,-1.467,-0.006,0.294
0,1.292,-0.735,0.816,0.164,-0.241,0.223,0.860,-0.026,-0.847,-2.728,-0.333,-1.003
1,-2.419,-1.259,0.401,1.462,-1.947,-2.078,0.135,1.321,0.818,-0.574,0.069,-0.433
0,-0.869,0.645,0.490,-0.426,-2.096,0.556,0.271,-0.892,-0.430,0.292,-0.903,-0.626
1,1.594,-0.552,-0.273,2.465,-0.857,0.201,0.373,-0.862,-0.058,-1.464,-0.779,0.252
0,0.550,0.295,-1.155,0.245,-0.573,0.994,-0.504,-2.426,-0.344,-0.027,-0.336,0.492
1,-0.619,1.507,-0.012,0.617,0.525,0.668,-0.285,-1.884,1.305,1.062,0.295,-0.332
0,-1.977,0.622,2.337,0.421,3.154,-1.265,0.695,-1.620,-0.861,-1.242,-0.571,0.802
1,-0.110,-1.223,2.293,0.469,1.580,0.273,-0.596,-2.010,-0.452,-1.093,0.545,-1.726
0,-2.755,-2.306,-0.113,-1.005,-0.834,-0.890,2.478,0.057,-0.434,0.149,-0.009,-0.561
1,-1.060,-0.149,-0.469,0.605,-1.985,1.018,-0.160,0.889,0.289,1.862,-1.697,-0.477
0,-1.849,0.985,-1.145,-0.032,0.844,1.749,-0.677,0.439,0.976,0.616,-0.308,2.565
1,-0.084,-0.741,1.442,1.563,0.430,1.287,-2.522,-1.729,0.179,-0.512,-1.282,-1.124
0,-3.455,1.147,0.208,-1.064,-0.332,-1.157,-0.578,0.165,-0.099,-0.872,0.092,-1.801
1,1.031,-2.722,0.917,0.380,1.209,1.185,-2.942,-0.790,0.399,-1.413,-0.813,0.803
0,0.459,1.244,0.642,2.174,2.141,-1.144,-0.753,3.194,-1.174,0.438,0.825,-1.240
1,-1.225,0.234,1.910,-0.259,2.079,2.494,-0.396,-1.253,2.885,0.980,0.235,-0.181
0,0.914,0.810,-1.672,-1.074,-1.301,-1.036,0.833,0.830,1.982,1.121,-1.875,0.091
1,0.888,0.146,-1.091,-1.923,0.388,0.835,1.106,0.262,-0.292,0.583,-1.227,0.536
0,-2.537,-1.237,0.903,2.939,-1.093,-0.493,1.099,-0.294,-1.344,0.483,0.986,-0.014
1,2.280,-0.598,-1.287,0.969,0.497,0.191,-0.052,-0.192,-1.324,1.515,-0.635,0.249
0,0.156,0.821,1.270,1.138,0.612,1.468,-0.099,-0.739,3.367,2.529,-0.269,0.997
1,-0.398,-0.472,1.757,-0.143,-2.106,-0.607,-0.369,0.751,0.312,1.014,1.289,-0.057
0,0.917,0.748,0.182,-0.594,0.041,-0.412,0.265,-1.578,-2.142,-0.021,0.436,0.264
1,0.959,0.065,-0.096,1.160,-1.084,-0.395,-0.385,0.356,-0.197,-0.541,-0.101,1.564
0,1.587,1.241,-0.427,0.722,-1.013,-1.569,-0.348,-2.026,-0.123,-3.570,-0.308,-0.109
1,-1.630,-2.525,-0.164,-1.790,-0.246,2.119,-1.085,-0.054,0.308,-0.660,0.218,1.085
0,-2.111,1.224,-1.774,-0.344,0.088,-0.846,-1.145,-0.805,-0.245,-0.909,-1.540,-1.227
1,-1.138,-0.016,0.902,1.279,0.981,0.654,-0.685,2.655,-0.370,0.250,-0.854,-1.263
0,-0.913,1.414,-0.596,1.925,0.850,-0.426,-1.381,0.610,-0.528,-1.093,0.394,0.468
1,-0.906,-0.629,-1.291,-1.622,-0.299,-0.498,0.124,0.548,0.821,0.530,-1.896,-0.646
0,-1.099,1.167,-0.817,-0.071,1.787,2.181,0.232,-0.744,0.699,0.409,-1.040,-0.917
1,-0.800,-0.284,0.405,0.629,1.544,0.355,-0.422,-1.587,1.230,-0.443,-0.506,-2.057
0,0.674,0.649,-0.187,-1.406,1.094,0.688,0.571,0.710,-1.701,1.475,2.058,-0.081
1,1.223,-2.061,1.343,-0.393,-2.445,-0.005,-0.397,-1.877,1.570,-0.867,-2.598,0.313
0,0.840,0.365,-0.206,0.460,-0.990,0.412,-0.145,1.944,-0.757,-1.620,-0.592,-1.289
1,-0.437,1.085,0.209,-0.818,1.889,-0.287,1.041,-0.381,-0.825,-0.970,0.207,2.412
0,0.333,1.288,-0.884,-1.641,0.354,-0.036,-1.784,-0.305,1.413,-0.030,-0.434,-0.508
1,0.832,-0.855,-1.534,-2.655,0.532,1.952,-2.489,-1.161,0.946,2.415,-2.147,2.025
0,-0.583,-0.894,-1.449,0.169,-1.325,1.234,-1.266,0.184,0.033,1.037,-0.129,-1.381
1,1.941,-0.545,0.685,1.250,0.747,-0.697,0.828,-0.234,-0.661,-0.227,-0.129,0.256
0,0.198,-1.563,1.152,0.751,0.002,1.383,-0.846,0.857,0.145,-0.146,0.317,2.254
1,0.919,-1.533,-0.644,0.578,-0.505,-0.249,0.054,1.347,0.780,-0.742,-1.398,-0.606
0,-1.137,2.282,0.250,-0.387,0.544,-0.227,2.221,-0.666,-0.460,1.241,-0.971,0.712
1,1.315,-0.068,0.932,-0.795,-1.075,0.078,1.127,-0.252,-0.319,-1.469,-0.365,0.099
0,3.105,0.088,-1.191,-0.018,-1.028,0.317,-1.377,0.816,-0.066,0.659,-1.384,0.803
1,-1.460,0.109,-0.319,0.575,-0.236,0.560,-1.584,-0.651,0.467,0.034,1.855,-2.611
0,-1.939,-0.826,1.889,1.327,0.867,-2.451,0.240,0.605,-1.261,-0.918,0.816,-0.724
1,-2.935,-2.907,1.775,-2.393,0.499,-0.274,1.455,0.338,0.223,-0.843,-2.024,-1.797
0,0.353,1.062,0.183,0.037,-5.411,-0.231,0.415,0.441,-1.182,-1.417,0.431,-1.100
1,-0.767,-0.647,-0.356,-2.133,0.591,0.401,0.873,1.360,-0.512,0.639,0.609,1.414
0,-1.709,0.108,-0.873,-0.665,1.920,-1.090,-0.587,1.745,1.630,0.492,-3.174,0.668
1,-0.071,0.148,0.189,1.757,0.566,1.458,-2.865,-2.297,0.694,-0.196,-0.617,1.591
0,-0.215,-1.028,1.135,-0.725,0.520,-0.257,-0.246,-0.118,-1.814,0.411,-1.358,-2.031
1,-1.066,-1.838,0.930,1.117,-0.239,1.192,0.415,-0.868,2.183,-0.260,-2.293,0.109
0,1.091,0.927,0.378,0.041,-0.030,-1.189,2.262,1.781,-2.151,0.314,-0.262,1.398
1,-0.571,1.520,2.261,-0.990,0.139,0.787,0.039,2.051,0.280,-1.658,0.903,-0.150
0,-0.921,0.284,-1.766,-0.625,0.306,-0.965,1.178,-0.735,1.016,0.296,-0.496,0.771
1,1.036,-0.709,0.716,0.416,-0.206,2.769,-1.020,-1.101,0.510,-1.618,-1.172,-0.537
0,0.866,-0.204,-3.584,0.361,-1.141,-0.256,0.021,-0.199,-0.142,0.514,-2.942,-2.200
1,1.262,-1.520,-0.316,-1.684,0.120,-1.125,0.100,2.006,0.084,0.986,-0.063,-0.358
0,0.684,-0.738,0.453,-0.231,0.007,-0.087,0.031,0.798,1.751,-1.793,-0.166,3.309
1,1.888,-0.300,1.305,-0.108,-1.326,-0.644,0.273,0.483,1.158,0.081,2.501,-1.192
0,0.193,0.794,0.961,-1.802,0.033,0.903,2.450,-0.555,-0.249,1.073,-2.083,-1.320
1,1.041,-0.432,-0.280,0.727,-2.471,0.888,0.850,2.618,0.218,-1.033,-0.026,0.818
0,2.191,0.220,-0.630,0.740,-0.992,0.837,-1.511,-0.828,0.497,-0.462,0.269,4.013
1,-0.563,-1.771,-0.595,1.497,-1.213,1.310,0.094,2.241,-0.525,1.227,0.388,-0.400
0,-1.561,-0.174,0.533,-0.264,-2.264,2.189,-1.536,-0.324,1.378,-0.530,0.272,0.638
1,-0.914,-1.273,1.288,-1.112,-1.218,0.492,0.413,0.071,-1.831,1.112,-0.997,0.865
0,0.764,0.945,-1.017,-0.633,0.849,-0.144,0.391,-0.288,-0.648,-2.039,1.813,-1.634
1,-0.579,0.589,-0.052,-0.760,0.465,0.100,-1.147,0.162,1.739,0.901,-0.725,-0.454
0,-1.698,2.199,-0.779,-0.404,1.276,-2.852,-0.494,1.622,0.416,-0.072,0.528,1.000
1,-1.954,-0.409,-1.313,1.713,-0.434,0.242,0.732,0.005,-0.127,0.699,-0.246,-1.178
0,2.035,-0.407,1.165,-3.769,-0.128,0.250,-0.561,-0.390,0.701,-0.931,2.735,-0.312
1,1.210,-0.910,1.416,-0.325,0.713,0.676,3.003,-0.936,-0.102,-0.494,0.178,3.307
0,-0.060,0.517,-0.899,1.001,-1.296,0.445,-0.742,-1.564,-4.819,-0.073,-1.360,-2.254
1,-0.322,-0.161,0.315,1.039,-0.005,-2.743,-0.115,-0.591,-0.261,1.253,-0.500,1.999
